id	structure	dispo_id	season	season_year	dispo_type	site_code	lon	lat	local	campaign_start	campaign-end	campaign_duration	trap_night	trap_cat
1031	LIFE	1949-TIM05-2018-2019-ETE	ETE	2018-2019	TIMMS TRAP	RIR	355865	7645109	Colonie artificielle RIR	23/11/2018	12/04/2019	140	30	0
1032	LIFE	3046-X18-04-2018-2019-ETE	ETE	2018-2019	CONIBEAR TRAP	RIR	355872	7645058	Colonie artificielle RIR	07/02/2019	12/04/2019	64	30	0
1033	LIFE	3051-TIM06-2018-2019-ETE	ETE	2018-2019	TIMMS TRAP	RIR	355899,178	7645033,862	Ravine accès colonie artificielle	27/02/2019	12/04/2019	44	15	0
1034	LIFE	3164-TIM14-2019-2020-HIVER	HIVER	2019-2020	TIMMS TRAP	BDE	341004	7665141	Fin crête BDE (descente vers ravine BDE)	24/05/2019	19/09/2019	118	30	0
1035	LIFE	3165-TIM12-2019-2020-HIVER	HIVER	2019-2020	TIMMS TRAP	BDE	341075	7665283	Ravine BDE	24/05/2019	19/09/2019	118	30	1
1036	LIFE	3233-TIM16-2018-2019-ETE	ETE	2018-2019	TIMMS TRAP	RDC	345759,621	7659725,68	Camp colonie RDC	06/11/2018	15/03/2019	129	45	0
1037	LIFE	3228-TIM19-2018-2019-ETE	ETE	2018-2019	TIMMS TRAP	RDC	345840,8152	7659770,129	C2-TA-Zone 1	06/11/2018	13/03/2019	127	60	0
1038	LIFE	1481-TIM17-2018-2019-ETE	ETE	2018-2019	TIMMS TRAP	RDC	345758	7659740	Camp colonie PNB	07/11/2018	13/03/2019	126	30	0
1039	LIFE	3230-X13-RDC01-2018-2019-ETE	ETE	2018-2019	CONIBEAR TRAP	RDC	345791,46	7659719,687	TA-Zone 2	12/02/2019	13/03/2019	29	15	0
1040	LIFE	3231-X13-RDC02-2018-2019-ETE	ETE	2018-2019	CONIBEAR TRAP	RDC	345791,46	7659719,687	TA-Zone 2	12/02/2019	13/03/2019	29	14,5	0
1041	LIFE	1394-CRDC02-2019-2020-HIVER	HIVER	2019-2020	CAGE	RDC	345758	7659740	Camp colonie PNB	29/05/2019	10/10/2019	134	15	0
1042	LIFE	1481-TIM17-2019-2020-HIVER	HIVER	2019-2020	TIMMS TRAP	RDC	345758	7659740	Camp colonie PNB	28/05/2019	10/10/2019	135	15	0
1043	LIFE	1409-TIM01-2019-2020-HIVER	HIVER	2019-2020	TIMMS TRAP	GBR	336397,011	7663508,02	Sentier colonie GBR	13/06/2019	23/09/2019	102	30	0
1044	LIFE	1016-CGBR06-2019-2020-HIVER	HIVER	2019-2020	CAGE	GBR	336397,011	7663508,02	Sentier colonie GBR	13/06/2019	23/09/2019	102	30	0
1045	LIFE	1482-TIM02A-2019-2020-HIVER	HIVER	2019-2020	TIMMS TRAP	GBR	336415	7663777	Crête Grand-Bénare	13/06/2019	23/09/2019	102	30	0
1046	LIFE	3195-TIM26-2019-2020-HIVER	HIVER	2019-2020	TIMMS TRAP	GBR	336337	7663522	Colonie : zone MM	13/06/2019	23/09/2019	102	15	0
1047	LIFE	1557-TIM03-2019-2020-HIVER	HIVER	2019-2020	TIMMS TRAP	GBR	336451,519	7663585,452	Cabane Colonie GBR	13/06/2019	23/09/2019	102	30	0
1048	LIFE	1333-CBDE08-2019-2020-HIVER	HIVER	2019-2020	CAGE	BDE	341233	7665339	Entrée de la colonie BDE	24/05/2019	07/08/2019	75	15	1
1049	LIFE	1448-TIM11-2019-2020-HIVER	HIVER	2019-2020	TIMMS TRAP	RIR	356331,8515	7644784,848	Au dessus PNB RIR	01/08/2019	29/10/2019	89	58	0
1050	LIFE	1451-TIM10-2019-2020-HIVER	HIVER	2019-2020	TIMMS TRAP	RIR	356294,65	7644786,52	Au dessus PNB RIR	01/08/2019	29/10/2019	89	56,5	0
1051	LIFE	1566-CBDE09-2018-2019-HIVER	HIVER	2018-2019	CAGE	BDE	341443,517	7665327,077	Dent de Patxi BDE	14/05/2018	12/09/2018	121	68,5	0
1052	LIFE	1899-TIM 22-2019-2020-HIVER	HIVER	2019-2020	TIMMS TRAP	RIR	355879,513	7645005,488	Colonie artificielle 	01/08/2019	29/10/2019	89	45	0
1053	LIFE	3299-TIM31-2019-2020-HIVER	HIVER	2019-2020	TIMMS TRAP	RIR	355867,714	7645002,398	Colonie artificielle RIR	01/08/2019	29/10/2019	89	45	0
1054	LIFE	3051-TIM06-2019-2020-HIVER	HIVER	2019-2020	TIMMS TRAP	RIR	355899,178	7645033,862	Ravine accès colonie artificielle	01/08/2019	29/10/2019	89	44	1
1055	LIFE	3300-TIM-C1-01-2019-2020-HIVER	HIVER	2019-2020	TIMMS TRAP	RIR	356237,417	7644787,487	Crête accès colonie naturel	14/08/2019	29/10/2019	76	45	0
1056	LIFE	3046-X18-04-2019-2020-HIVER	HIVER	2019-2020	CONIBEAR TRAP	RIR	355872	7645058	Colonie artificielle RIR	28/08/2019	29/10/2019	62	15	0
1057	LIFE	1949-TIM05-2019-2020-HIVER	HIVER	2019-2020	TIMMS TRAP	RIR	355865	7645109	Colonie artificielle RIR	28/08/2019	01/10/2019	34	15	0
1058	LIFE	1458-TIM13-2019-2020-ETE	ETE	2019-2020	TIMMS TRAP	BDE	341111	7665376	Entrée du camp BDE	14/11/2019	14/02/2020	92	28	0
1059	LIFE	3165-TIM12-2019-2020-ETE	ETE	2019-2020	TIMMS TRAP	BDE	341075	7665283	Ravine BDE	14/11/2019	14/02/2020	92	15	0
1060	LIFE	1940-TIM28-2019-2020-ETE	ETE	2019-2020	TIMMS TRAP	BDE	341195	7665345	Entrée de la colonie BDE	14/11/2019	13/02/2020	91	21	0
1061	LIFE	1564-TIM20-2019-2020-ETE	ETE	2019-2020	TIMMS TRAP	BDE	341421	7665304	Dent de Patxi BDE	15/11/2019	13/02/2020	90	26	0
1062	LIFE	1409-TIM01-2019-2020-ETE	ETE	2019-2020	TIMMS TRAP	GBR	336397,011	7663508,02	Sentier colonie GBR	13/11/2019	20/02/2020	99	15	0
1063	LIFE	1016-CGBR06-2019-2020-ETE	ETE	2019-2020	CAGE	GBR	336397,011	7663508,02	Sentier colonie GBR	13/11/2019	20/02/2020	99	45	0
1064	LIFE	3312-TIM-RDC-TA1-2019-2020-ETE	ETE	2019-2020	TIMMS TRAP	RDC	345791,46	7659719,687	Zone terriers artificielles RDC GBA	20/11/2019	04/02/2020	76	15	0
1065	LIFE	1481-TIM17-2019-2020-ETE	ETE	2019-2020	TIMMS TRAP	RDC	345758	7659740	Camp colonie PNB	20/11/2019	04/02/2020	76	15	0
1066	LIFE	3230-X13-RDC01-2019-2020-ETE	ETE	2019-2020	CONIBEAR TRAP	RDC	345791,46	7659719,687	TA-Zone 2	19/11/2019	05/02/2020	78	15	0
1067	LIFE	3232-X13-RDC03-2019-2020-ETE	ETE	2019-2020	CONIBEAR TRAP	RDC	345794,4511	7659746,259	TA-Zone 2	20/11/2019	04/02/2020	76	15	0
1068	LIFE	1394-CRDC02-2019-2020-ETE	ETE	2019-2020	CAGE	RDC	345758	7659740	Camp colonie PNB	21/11/2019	05/02/2020	76	15	0
1069	LIFE	1563-TIM21-2019-2020-ETE	ETE	2019-2020	TIMMS TRAP	BDE	341441	7665346	Dent de Patxi BDE	26/11/2019	13/02/2020	79	15	0
1070	LIFE	1523-TIM15A-2019-2020-ETE	ETE	2019-2020	TIMMS TRAP	BDE	341245,245	7665230,483	Terrier 1 à 50 BDE	26/11/2019	13/02/2020	79	15	0
1071	LIFE	3327-TIM29-2019-2020-ETE	ETE	2019-2020	TIMMS TRAP	BDE	341087	7665179	Ravine BDE	27/11/2019	14/02/2020	79	15	0
1072	LIFE	1482-TIM02A-2019-2020-ETE	ETE	2019-2020	TIMMS TRAP	GBR	336415	7663777	Crête Grand-Bénare	13/12/2019	20/02/2020	69	0	0
1073	LIFE	3228-TIM19-2019-2020-ETE	ETE	2019-2020	TIMMS TRAP	RDC	345840,8152	7659770,129	C2-TA-Zone 1	18/12/2019	04/02/2020	48	15	0
1074	PNRun SUD	3361-CJIN03-2017-2018-HIVER	HIVER	2017-2018	CAGE	DIM	344064,19	7658444,27	Jacky Inard DIM	24/05/2017	20/10/2017	149	45	2
1075	PNRun SUD	3372-CMAV01-2017-2018-HIVER	HIVER	2017-2018	CAGE	DIM	345336,74	7657592,37	Mal au ventre DIM	24/05/2017	20/10/2017	149	30,5	1
1076	PNRun SUD	3393-CJIN01-2017-2018-HIVER	HIVER	2017-2018	CAGE	DIM	344553,72	7657861,89	Jacky Inard DIM	24/05/2017	20/10/2017	149	52,5	1
1077	PNRun SUD	3394-CJIN02-2017-2018-HIVER	HIVER	2017-2018	CAGE	DIM	344231	7658177,48	Jacky Inard DIM	24/05/2017	20/10/2017	149	9,5	0
1078	PNRun SUD	3395-CMAV02-2017-2018-HIVER	HIVER	2017-2018	CAGE	DIM	344901,61	7657760,99	Mal au ventre DIM	24/05/2017	20/10/2017	149	16,5	0
1079	PNRun SUD	3393-CJIN01-2017-2018-ETE	ETE	2017-2018	CAGE	DIM	344553,72	7657861,89	Jacky Inard DIM	27/11/2017	11/12/2017	14	14	0
1080	PNRun SUD	3394-CJIN02-2017-2018-ETE	ETE	2017-2018	CAGE	DIM	344231	7658177,48	Jacky Inard DIM	27/11/2017	11/12/2017	14	10	0
1081	PNRun SUD	3361-CJIN03-2017-2018-ETE	ETE	2017-2018	CAGE	DIM	344064,19	7658444,27	Jacky Inard DIM	27/11/2017	11/12/2017	14	14	0
1082	PNRun SUD	3372-CMAV01-2017-2018-ETE	ETE	2017-2018	CAGE	DIM	345336,74	7657592,37	Mal au ventre DIM	27/11/2017	11/12/2017	14	12	0
1083	PNRun SUD	3395-CMAV02-2017-2018-ETE	ETE	2017-2018	CAGE	DIM	344901,61	7657760,99	Mal au ventre DIM	27/11/2017	11/12/2017	14	14	0
1084	PNRun OUEST	3398-CCMR01-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	330537,861	7670690,27	Piste forestière du Maïdo	23/03/2017	27/03/2017	4	0	0
1085	PNRun OUEST	3399-CCMR02-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	330609,962	7670235,62	Piste forestière du Maïdo	23/03/2017	27/04/2017	35	32,5	0
1086	PNRun OUEST	3400-CCMR03-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	331136,231	7669983,36	Piste forestière du Maïdo	23/03/2017	27/04/2017	35	35	0
1087	PNRun OUEST	3401-CCMR04-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	330867,506	7669268,36	Piste forestière du Maïdo	23/03/2017	27/04/2017	35	35	0
1088	PNRun OUEST	3402-CCMR05-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	330404,713	7669412,77	Piste forestière du Maïdo	23/03/2017	27/04/2017	35	31,5	0
1089	PNRun OUEST	3403-CCMR06-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	330635,012	7669036,58	Piste forestière du Maïdo	23/03/2017	27/03/2017	4	0	0
1090	PNRun OUEST	3404-CCMR07-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	330737,892	7668030,97	Piste forestière du Maïdo	23/03/2017	27/04/2017	35	35	0
1091	PNRun OUEST	3405-CCMR08-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	330668,259	7667098,23	Piste forestière du Maïdo	23/03/2017	27/04/2017	35	33	2
1092	PNRun OUEST	3406-CCMR09-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	330593,119	7666207,17	Piste forestière du Maïdo	23/03/2017	27/04/2017	35	31,5	0
1093	PNRun OUEST	3407-CCMR10-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	329721,983	7665128,89	Piste forestière du Maïdo	23/03/2017	27/03/2017	4	0	0
1094	PNRun OUEST	3408-CCMR11-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	329703,893	7665936,62	Piste forestière du Maïdo	23/03/2017	27/03/2017	4	0	0
1095	PNRun OUEST	3409-CCMR12-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	329901,273	7665929,8	Piste forestière du Maïdo	23/03/2017	27/03/2017	4	0	0
1096	PNRun OUEST	3411-CCMR14-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	329616,007	7667154,96	Piste forestière du Maïdo	23/03/2017	29/03/2017	6	2	0
1097	PNRun OUEST	3412-CCMR15-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	329934,941	7667151,6	Piste forestière du Maïdo	23/03/2017	27/03/2017	4	0	0
1098	PNRun OUEST	3413-CCMR16-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	329535,207	7668169,31	Piste forestière du Maïdo	23/03/2017	27/03/2017	4	0	0
1099	PNRun OUEST	3414-CCMR17-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	329602,349	7667654,73	Piste forestière du Maïdo	23/03/2017	27/03/2017	4	0	0
1100	PNRun OUEST	3415-CCMR18-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	329736,695	7669038,43	Piste forestière du Maïdo	23/03/2017	27/03/2017	4	0	0
1101	PNRun OUEST	3416-CCMR19-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	330107,956	7669802,89	Piste forestière du Maïdo	23/03/2017	10/04/2017	18	18	0
1102	PNRun OUEST	3417-CCMR20-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	330170,727	7670066,38	Piste forestière du Maïdo	23/03/2017	27/03/2017	4	0	0
1103	PNRun OUEST	3410-CCMR13-2016-2017-ETE	ETE	2016-2017	CAGE	GBR	329454,482	7666797	Piste forestière du Maïdo	23/03/2017	27/04/2017	35	31,5	0
1104	PNRun OUEST	3399-CCMR02-2017-2018-HIVER	HIVER	2017-2018	CAGE	GBR	330609,962	7670235,62	Piste forestière du Maïdo	22/05/2017	25/10/2017	156	34	0
1105	PNRun OUEST	3400-CCMR03-2017-2018-HIVER	HIVER	2017-2018	CAGE	GBR	331136,231	7669983,36	Piste forestière du Maïdo	22/05/2017	25/10/2017	156	35	0
1106	PNRun OUEST	3401-CCMR04-2017-2018-HIVER	HIVER	2017-2018	CAGE	GBR	330867,506	7669268,36	Piste forestière du Maïdo	22/05/2017	28/06/2017	37	19	0
1107	PNRun OUEST	3402-CCMR05-2017-2018-HIVER	HIVER	2017-2018	CAGE	GBR	330404,713	7669412,77	Piste forestière du Maïdo	22/05/2017	25/10/2017	156	34	0
1108	PNRun OUEST	3404-CCMR07-2017-2018-HIVER	HIVER	2017-2018	CAGE	GBR	330737,892	7668030,97	Piste forestière du Maïdo	22/05/2017	25/10/2017	156	36	0
1109	PNRun OUEST	3405-CCMR08-2017-2018-HIVER	HIVER	2017-2018	CAGE	GBR	330668,259	7667098,23	Piste forestière du Maïdo	22/05/2017	25/10/2017	156	33	3
1110	PNRun OUEST	3406-CCMR09-2017-2018-HIVER	HIVER	2017-2018	CAGE	GBR	330593,119	7666207,17	Piste forestière du Maïdo	22/05/2017	25/10/2017	156	33	0
1111	PNRun OUEST	3410-CCMR13-2017-2018-HIVER	HIVER	2017-2018	CAGE	GBR	329454,482	7666797	Piste forestière du Maïdo	22/05/2017	28/06/2017	37	18	1
1112	AVE2M	3543-CA-PDC04-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	341640,4859	7662909,155	Roche merveilleuse/ Plateau de Chênes	02/06/2017	12/07/2017	40	18	1
1113	AVE2M	3540-CA-PDC03-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	341694,9558	7663208,383	Roche merveilleuse/ Plateau de Chênes	02/06/2017	12/07/2017	40	20	0
1114	AVE2M	3537-CA-PDC02-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	341362,4842	7663182,163	Roche merveilleuse/ Plateau de Chênes	02/06/2017	12/07/2017	40	20	0
1115	AVE2M	3534-CA-PDC01-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	341458,5457	7663368,753	Roche merveilleuse/ Plateau de Chênes	02/06/2017	12/07/2017	40	20,5	1
1116	AVE2M	3552-CA-BDE01-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	341253,0625	7663153,654	Bras des etangs	02/06/2017	01/08/2017	60	26	0
1117	AVE2M	3555-CA-BAB01-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	340408,3458	7663236,958	Bassin Bleu	02/06/2017	01/08/2017	60	24,5	1
1118	AVE2M	3558-CA-IBR01-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	339766,6944	7663535,206	Ilet Bois rouge	02/06/2017	12/07/2017	40	20	0
1119	AVE2M	3576-CA-RIC01-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	340846,8789	7662746,189	Route Ilet à Cordes	02/06/2017	11/08/2017	70	32,5	3
1120	AVE2M	3561-CA-GMT01-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	342420,0006	7663483,248	Grand Matarum	02/06/2017	12/07/2017	40	19	0
1121	AVE2M	3564-CA-SSO01-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	343740,4414	7662657,593	Sentier des sources	02/06/2017	12/07/2017	40	19,5	1
1122	AVE2M	3567-CA-BEN01-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	342561,7789	7660655,318	Bras de Benjoin	02/06/2017	12/07/2017	40	19,5	0
1123	AVE2M	3570-CA-BEN02-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	341859,2995	7660402,621	Bras de Benjoin	02/06/2017	12/07/2017	40	19,5	0
1124	AVE2M	3573-CA-BEN03-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	341855,503	7660440,096	Bras de Benjoin	02/06/2017	12/07/2017	40	19	2
1125	AVE2M	3606-CA-BSP01-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	337397,548	7660605,966	Bras de Saint Paul	13/07/2017	11/08/2017	29	16	0
1126	AVE2M	3600-CA-IOR01-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	337388,2421	7661602,319	Ilet Orangers	13/07/2017	11/08/2017	29	14,5	0
1127	AVE2M	3603-CA-IOR02-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	337339,4863	7661743,334	Ilet Orangers	13/07/2017	11/08/2017	29	15	0
1128	AVE2M	3597-CA-PAT01-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	338035,9011	7662001,733	Ravine Patate	13/07/2017	11/08/2017	29	15,5	0
1129	AVE2M	3546-CA-FLJ01-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	338527,4226	7662734,616	Site de fleurs Jaunes	13/07/2017	11/08/2017	29	15,5	0
1130	AVE2M	3549-CA-FLJ02-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	338578,1032	7662523,424	Site de fleurs Jaunes	13/07/2017	11/08/2017	29	16	0
1131	AVE2M	3594-CA-RAC01-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	338654,5474	7663810,13	Ravine Coin	13/07/2017	11/08/2017	29	16	0
1132	AVE2M	3579-CA-RIC02-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	339123,2719	7664108,652	Route Ilet à Cordes	13/07/2017	11/08/2017	29	15	1
1133	AVE2M	3582-CA-CTB01-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	338458,7396	7664520,225	Col du Taïbit	13/07/2017	10/08/2017	28	15	0
1134	AVE2M	3585-CA-CTB02-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	337977,0527	7664759,192	Col du Taïbit	13/07/2017	10/08/2017	28	14,5	1
1135	AVE2M	3588-CA-CTB03-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	337514,6308	7664516,832	Col du Taïbit	13/07/2017	10/08/2017	28	15	0
1136	AVE2M	3591-CA-CTB04-2017-2018-HIVER	HIVER	2017-2018	CAGE	CIL	337199,4698	7664544,507	Col du Taïbit	13/07/2017	10/08/2017	28	15	0
1137	AVE2M	3717-CA-CAN01-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	343710,8984	7652784,554	Sentier Canal	30/05/2017	07/08/2017	69	0	0
1138	AVE2M	3720-CA-CAN02-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	343658,3802	7653732,541	Sentier Canal	30/05/2017	07/08/2017	69	0,5	1
1139	AVE2M	3723-CA-CAN03-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	344080,8083	7653437,849	Sentier Canal	30/05/2017	24/07/2017	55	1	2
1140	AVE2M	3726-CA-CAN04-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	344324,2145	7653486,103	Sentier Canal	30/05/2017	07/08/2017	69	2	2
1141	AVE2M	3735-CA-CAP01-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	344504,0786	7653919,146	Sentier la Cape	30/05/2017	07/08/2017	69	0	0
1142	AVE2M	3738-CA-CAP02-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	344505,5523	7654059,655	Sentier la Cape	30/05/2017	07/08/2017	69	1	1
1143	AVE2M	3741-CA-CAP03-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	344563,5828	7654169,921	Sentier la Cape	30/05/2017	07/08/2017	69	1,5	1
1144	AVE2M	3744-CA-CAP04-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	344781,9051	7654303,069	Sentier la Cape	30/05/2017	07/08/2017	69	4,5	4
1145	AVE2M	3747-CA-CAP05-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	344950,7962	7654746,077	Sentier la Cape	30/05/2017	07/08/2017	69	0	0
1146	AVE2M	3750-CA-BEF01-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	343500,275	7654407,498	Sentier Bœuf	01/06/2017	07/08/2017	67	0	0
1147	AVE2M	3729-CA-ARG01-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	343843,545	7654458,591	Sentier Argamasse	01/06/2017	07/08/2017	67	0	0
1148	AVE2M	3732-CA-ARG02-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	343533,926	7654897,063	Sentier Argamasse	01/06/2017	07/08/2017	67	0	0
1149	AVE2M	3768-CA-MAL01-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	343713,2126	7655358,298	Mal au ventre	01/06/2017	07/08/2017	67	1,5	1
1150	AVE2M	3771-CA-MAL02-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	343898,8769	7655509,015	Mal au ventre	01/06/2017	07/08/2017	67	0	0
1151	AVE2M	3753-CA-CHA01-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	343180,1874	7656563,813	La chapelle	01/06/2017	07/08/2017	67	0	0
1152	AVE2M	3759-CA-CAM02-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	342814,5193	7656459,464	Camp Marron	01/06/2017	11/08/2017	71	0	0
1153	AVE2M	3762-CA-CAM03-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	342670,0653	7656229,758	Camp Marron	01/06/2017	11/08/2017	71	0	0
1154	AVE2M	3765-CA-CAM04-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	342487,8244	7656149,882	Camp Marron	01/06/2017	11/08/2017	71	0	0
1155	AVE2M	3774-CA-BAR01-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	343249,0653	7656840,728	Piste vers Bardil	01/06/2017	07/08/2017	67	0	0
1156	AVE2M	3777-CA-BAR02-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	343601,912	7657051,489	Piste vers Bardil	01/06/2017	07/08/2017	67	2	0
1157	AVE2M	3780-CA-BAR03-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	343945,2863	7657181,734	Piste vers Bardil	01/06/2017	07/08/2017	67	0	0
1158	AVE2M	3783-CA-BAR04-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	344111,0532	7657311,979	Piste vers Bardil	01/06/2017	07/08/2017	67	0,5	1
1159	AVE2M	3756-CA-CAM01-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	343095,1389	7656438,151	Camp Marron	01/06/2017	11/08/2017	71	1	1
1160	AVE2M	3786-CA-EMI01-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	344008,1067	7657025,999	Piste vers Emile	13/07/2017	07/08/2017	25	0	0
1161	AVE2M	3789-CA-EMI02-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	344228,6936	7656775,136	Piste vers Emile	13/07/2017	07/08/2017	25	0	0
1162	AVE2M	3792-CA-EMI03-2017-2018-HIVER	HIVER	2017-2018	CAGE	E2	344430,764	7656686,84	Piste vers Emile	13/07/2017	07/08/2017	25	1,5	1
1163	AVE2M	3519-CA-TAP01-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	337796,2225	7654583,599	Tapage	30/05/2017	13/07/2017	44	21	0
1164	AVE2M	3522-CA-TAP02-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	337932,4083	7654460,718	Tapage	30/05/2017	13/07/2017	44	20,5	0
1165	AVE2M	3525-CA-TAP03-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	338271,4406	7654066,031	Tapage	30/05/2017	13/07/2017	44	20	0
1166	AVE2M	3489-CA-2000-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	334748,6804	7657736,947	Camp 2000 	31/05/2017	11/08/2017	72	36	0
1167	AVE2M	3492-CA-RFO01-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	336717,2865	7655782,947	 Route forestière	31/05/2017	11/08/2017	72	36,5	0
1168	AVE2M	3453-CA-FEN01-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	337449,827	7656509,197	Site de la fenêtre	31/05/2017	10/08/2017	71	33	1
1169	AVE2M	3456-CA-FEN02-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	337038,797	7656418,44	Site de la fenêtre	31/05/2017	10/08/2017	71	33	1
1170	AVE2M	3459-CA-MAP01-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	334870,055	7657853,201	Piton Petit Mapou	31/05/2017	10/08/2017	71	29	0
1171	AVE2M	3462-CA-MAP02-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	334997,6745	7658030,411	Piton Petit Mapou	31/05/2017	10/08/2017	71	34	1
1172	AVE2M	3465-CA-MAP03-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	335383,2519	7658073,575	Piton Petit Mapou	31/05/2017	10/08/2017	71	25	0
1173	AVE2M	3468-CA-MAP04-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	335894,6964	7658043,804	Piton Petit Mapou	31/05/2017	10/08/2017	71	35	1
1174	AVE2M	3471-CA-MAP05-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	336311,2622	7657884,421	Piton Petit Mapou	31/05/2017	10/08/2017	71	35	0
1175	AVE2M	3474-CA-MAP06-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	336489,9977	7657548,51	Piton Petit Mapou	31/05/2017	10/08/2017	71	34,5	1
1176	AVE2M	3477-CA-MAP07-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	336682,0882	7657320,679	Piton Petit Mapou	31/05/2017	10/08/2017	71	34,5	0
1177	AVE2M	3480-CA-MAP08-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	336985,3609	7657053,758	Piton Petit Mapou	31/05/2017	10/08/2017	71	36	0
1178	AVE2M	3483-CA-MAP09-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	336875,2497	7656879,506	Piton Petit Mapou	31/05/2017	10/08/2017	71	32	0
1179	AVE2M	3486-CA-MAP10-2017-2018-HIVER	HIVER	2017-2018	CAGE	MAK	337106,9535	7656771,195	Piton Petit Mapou	31/05/2017	10/08/2017	71	33	0
